EC;M;T;CO;W;TM;S;F;Classes;;;;;;;
-0,99747405;0,077786481;0,785714286;2,172413793;2;-0,109170306;-0,25;5,898734177;C;;;;;;;
-0,991072595;0,075667697;0,928571429;1,793103448;4;-0,820960699;-0,425;9,367088608;C;;;;;;;
-0,987534861;0,154871233;0,821428571;-0,965517241;11;-0,545851528;-0,3625;12,86075949;C;;;;;;;
-0,979936941;-0,03458164;0,857142857;0,827586207;6,333333333;0,017467249;-0,4875;9,594936709;C;;;;;;;
-0,716594262;-0,106401821;0,857142857;1,310344828;4,166666667;-0,200873362;-0,25;8,658227848;C;;;;;;;
-0,976127445;-0,023252873;1,25;-0,965517241;4,666666667;-0,161572052;-0,3375;3,265822785;C;;;;;;;
-0,970252349;0,132349959;0,071428571;1,551724138;14,33333333;-0,104803493;-0,3;11,56962025;C;;;;;;;
-0,724619236;-0,130885668;0,678571429;0,275862069;12,16666667;-0,550218341;-0,375;6,898734177;C;;;;;;;
-0,960834198;-0,092768641;1,464285714;2,310344828;13,5;-0,135371179;-0,35;17,25316456;C;;;;;;;
-0,855410498;0,144108648;0,964285714;0,034482759;9,166666667;-0,200873362;-0,2625;13,02531646;C;;;;;;;
-0,974965158;-0,19599815;0,642857143;0,620689655;14,66666667;-0,689956332;-0,425;14,16455696;C;;;;;;;
-0,999025334;-0,09182482;0,571428571;2,379310345;11,33333333;0,131004367;-0,4625;17,03797468;C;;;;;;;
-0,767231143;-0,145147147;0,321428571;0,379310345;4,166666667;-0,231441048;-0,4875;7,303797468;C;;;;;;;
-0,946655609;-0,174815479;1,178571429;2;11,66666667;0,052401747;-0,475;9,113924051;C;;;;;;;
-0,952553465;-0,192258427;0,892857143;2,344827586;10,5;-0,209606987;-0,45;2,759493671;C;;;;;;;
-0,998385555;-0,1073081;0,285714286;1,620689655;13,5;0,270742358;-0,4875;2,987341772;C;;;;;;;
-0,994523673;0,140022968;0,678571429;1,862068966;14,16666667;0,074235808;-0,375;6;C;;;;;;;
-0,911624876;-0,180974137;0,75;1,206896552;15,5;-0,362445415;-0,275;13,86075949;C;;;;;;;
-0,995276951;0,040797308;1,357142857;0,517241379;13,5;-0,11790393;-0,3;17,35443038;C;;;;;;;
-0,987181202;-0,154259513;0,75;0,551724138;11,33333333;-0,231441048;-0,475;17,43037975;C;;;;;;;
-0,964616521;-0,172671749;0,392857143;0,655172414;2,666666667;-0,733624454;-0,35;2,860759494;C;;;;;;;
-0,69933521;-0,191274713;0,464285714;1,827586207;-0,333333333;-0,541484716;-0,275;7,088607595;C;;;;;;;
-0,989574423;-0,048186189;0,535714286;0,137931034;6,833333333;-0,152838428;-0,4875;13,49367089;C;;;;;;;
-0,935174677;0,09469764;0,5;2,344827586;-0,333333333;0,030567686;-0,3875;8,443037975;C;;;;;;;
-0,992537488;-0,095434356;0,892857143;-0,068965517;10,5;-0,244541485;-0,5;3,17721519;C;;;;;;;
-0,842504746;0,118654361;0,928571429;1,862068966;8,5;0,052401747;-0,2625;7,240506329;C;;;;;;;
-0,999369896;-0,123021844;0,285714286;0,206896552;15,16666667;-0,733624454;-0,35;12,96202532;C;;;;;;;
-0,925030962;0,07757459;1,321428571;1,448275862;1,166666667;-1,034934498;-0,3375;16,3164557;C;;;;;;;
-0,993391684;0,18664912;0,535714286;1,103448276;0,333333333;-0,973799127;-0,2875;10,27848101;C;;;;;;;
-0,994761937;0,031334291;1;0,206896552;2,5;-0,838427948;-0,4125;10,29113924;C;;;;;;;
-0,996156511;0,149191526;0,392857143;0,655172414;2,833333333;-0,88209607;-0,4625;6,35443038;C;;;;;;;
-0,908447135;-0,059385181;1,428571429;1,862068966;9,333333333;0,240174672;-0,35;9,278481013;C;;;;;;;
-0,91109695;-0,101597426;0,714285714;2,379310345;8;-0,572052402;-0,425;6,101265823;C;;;;;;;
-0,98279481;-0,192882692;0,5;-0,620689655;0,666666667;0,017467249;-0,35;11,30379747;C;;;;;;;
-0,994339474;0,074401426;1,321428571;-0,034482759;15,16666667;-0,004366812;-0,45;3,025316456;C;;;;;;;
-0,939860628;0,014913192;0,678571429;2,310344828;8,333333333;-0,069868996;-0,425;1,721518987;C;;;;;;;
-0,91005733;0,11671012;0,071428571;0,103448276;2,166666667;0,15720524;-0,3875;13,27848101;C;;;;;;;
-0,958112512;-0,026043193;0,857142857;0,103448276;11,33333333;0,043668122;-0,475;15,35443038;C;;;;;;;
-0,997658788;0,088125829;0,714285714;0,620689655;0,5;-0,131004367;-0,4;4,493670886;C;;;;;;;
-0,817651701;0,032172998;0,607142857;1,482758621;6,166666667;-1,021834061;-0,275;3,962025316;C;;;;;;;
-0,998534002;-0,167788249;0,785714286;-0,965517241;7,333333333;-0,812227074;-0,5;15,4556962;C;;;;;;;
-0,938101879;0,072050479;0,785714286;1,965517241;1,5;-0,903930131;-0,4125;2,835443038;C;;;;;;;
-0,994131376;0,003096185;0,785714286;1,103448276;10;-0,72489083;-0,2625;5,46835443;C;;;;;;;
-0,920001718;0,056672148;1,071428571;1,103448276;0,333333333;-0,847161572;-0,5;11,92405063;C;;;;;;;
-0,983196581;0,03052776;0,142857143;2,103448276;6,166666667;0,161572052;-0,4375;5,455696203;C;;;;;;;
-0,999026171;0,079226011;0,428571429;-0,379310345;8,5;-0,628820961;-0,25;5,734177215;C;;;;;;;
-0,963314519;0,096861341;1,107142857;-0,793103448;9;-0,362445415;-0,2625;3,189873418;C;;;;;;;
-0,998232228;-0,049267479;1,428571429;1,620689655;2,333333333;0,082969432;-0,425;15,11392405;C;;;;;;;
-0,965252136;-0,187904403;0,857142857;1,172413793;3,666666667;0,231441048;-0,35;3,430379747;C;;;;;;;
-0,999359328;-0,086399446;0,428571429;-0,75862069;1,333333333;-0,951965066;-0,4875;8,620253165;C;;;;;;;
-0,907830222;0,049451459;1,5;-0,413793103;12,33333333;0,096069869;-0,35;5,848101266;C;;;;;;;
-0,999560464;0,141726604;0,785714286;1,24137931;9;0,222707424;-0,475;16,17721519;C;;;;;;;
-0,902599574;-0,086886077;0,678571429;0,655172414;2,333333333;-0,471615721;-0,425;9,848101266;C;;;;;;;
-0,969971987;-0,078766085;0,464285714;2,448275862;0,833333333;-0,104803493;-0,475;16,06329114;C;;;;;;;
-0,99959129;-0,149344972;0,857142857;1,793103448;5,833333333;-0,366812227;-0,25;12,87341772;C;;;;;;;
-0,965097188;0,172633969;1,428571429;2,413793103;1,666666667;0,131004367;-0,425;14,56962025;C;;;;;;;
-0,861367141;0,163348713;0,25;-0,482758621;5,5;-0,15720524;-0,475;12,82278481;C;;;;;;;
-0,990019646;0,026247846;1,035714286;1,103448276;6;-0,982532751;-0,325;17,93670886;C;;;;;;;
-0,999068865;-0,04476951;1,5;1,103448276;14,5;-0,427947598;-0,3;2,341772152;C;;;;;;;
-0,99961328;0,005947392;0,071428571;-0,620689655;-0,333333333;-0,912663755;-0,4875;17,2278481;C;;;;;;;
-0,985391794;-0,054858772;0,75;2,413793103;13,16666667;-0,72489083;-0,3125;12,79746835;C;;;;;;;
-0,945075281;-0,171176462;1,5;0,137931034;4,833333333;0,091703057;-0,2875;5,873417722;C;;;;;;;
-0,999105852;0,110951976;1,178571429;-0,103448276;1,166666667;0,231441048;-0,275;17,27848101;C;;;;;;;
-0,783501603;0,148413666;0,535714286;-0,862068966;8,166666667;-0,344978166;-0,3;13,5443038;C;;;;;;;
-0,989585152;0,190973331;0,964285714;0,965517241;2,166666667;0,218340611;-0,4875;16,21518987;C;;;;;;;
-0,998188623;-0,128373964;0,214285714;-0,827586207;3,5;-0,589519651;-0,35;17,12658228;C;;;;;;;
-0,996787073;-0,042737665;1,214285714;1,551724138;7,166666667;0,244541485;-0,375;9,518987342;C;;;;;;;
-0,824750043;0,155518509;1,107142857;0,517241379;2,833333333;0,288209607;-0,2875;4,050632911;C;;;;;;;
-0,832426615;-0,018507756;0,285714286;0,655172414;12,5;-0,558951965;-0,325;17,10126582;C;;;;;;;
-0,998148677;0,052485801;1,107142857;1,827586207;9,666666667;-0,620087336;-0,25;8,481012658;C;;;;;;;
-0,971464017;0,056076278;0,285714286;1,24137931;2,333333333;0,27510917;-0,325;4,936708861;C;;;;;;;
-0,998981086;0,050459708;1,071428571;0,965517241;11,33333333;-0,471615721;-0,45;4,088607595;C;;;;;;;
-0,971120314;0,114369918;1,392857143;2,137931034;11,83333333;0,170305677;-0,4;3,341772152;C;;;;;;;
-0,946290317;-0,042408801;0,464285714;1,482758621;4,333333333;-0,602620087;-0,35;12,15189873;C;;;;;;;
-0,966485443;0,062302694;1,285714286;0,620689655;4,333333333;-0,746724891;-0,3125;5,594936709;C;;;;;;;
-0,999188044;0,048995037;0,785714286;-0,172413793;0,833333333;-0,248908297;-0,3;16,40506329;C;;;;;;;
-0,998494372;-0,176337139;1,357142857;-0,655172414;14,16666667;-0,912663755;-0,3125;16,72151899;C;;;;;;;
-0,741021054;0,169878961;1;-0,482758621;10,33333333;0,152838428;-0,4125;11,86075949;C;;;;;;;
-0,982443735;-0,004884264;0,392857143;2,310344828;15,33333333;-0,340611354;-0,425;10,08860759;C;;;;;;;
-0,99638806;0,181874169;0,642857143;-0,862068966;3;-0,11790393;-0,3625;4,341772152;C;;;;;;;
-0,999090024;0,006950243;1,285714286;2,275862069;14,16666667;-0,786026201;-0,2625;2,139240506;C;;;;;;;
-0,838757542;-0,197421183;0,214285714;0,344827586;12,33333333;-0,786026201;-0,5;10,74683544;C;;;;;;;
-0,996634847;-0,176507839;0,607142857;0,655172414;2;-0,004366812;-0,3125;6,708860759;C;;;;;;;
-0,764296234;0,052764374;1,357142857;1,137931034;3;-0,388646288;-0,275;10,13924051;C;;;;;;;
-0,983503104;-0,070799434;1,178571429;2,448275862;14,83333333;-0,467248908;-0,5;11,05063291;C;;;;;;;
-0,981746841;0,0791155;0,857142857;-0,931034483;7,333333333;0,218340611;-0,35;15,02531646;C;;;;;;;
-0,998504991;-0,059065141;0,607142857;1,724137931;8;-0,021834061;-0,375;8,088607595;C;;;;;;;
-0,991292871;0,027560307;0,892857143;1,620689655;5,833333333;0,288209607;-0,275;10,37974684;C;;;;;;;
-0,997357171;0,0108723;0,928571429;-0,172413793;9,333333333;0,170305677;-0,35;4,417721519;C;;;;;;;
-0,999355823;-0,153402823;0,607142857;2,413793103;3,333333333;-0,414847162;-0,3625;9,17721519;C;;;;;;;
-0,98924419;-0,056552232;0,178571429;0,24137931;-0,833333333;-0,323144105;-0,425;13,48101266;C;;;;;;;
-0,999352846;-0,126769128;1,25;1,068965517;3,833333333;-0,344978166;-0,35;10,82278481;C;;;;;;;
-0,992862806;0,045436138;0,214285714;-0,482758621;12;-0,733624454;-0,5;8,607594937;C;;;;;;;
-0,999095819;0,100126074;1,357142857;-0,931034483;12,33333333;-0,192139738;-0,275;8,278481013;C;;;;;;;
-0,983570241;-0,114601934;0,821428571;-0,862068966;14,83333333;-0,11790393;-0,3875;2,949367089;C;;;;;;;
-0,996515338;0,143645564;1,035714286;-0,034482759;-0,666666667;-0,441048035;-0,3;12,55696203;C;;;;;;;
-0,999213524;0,18601985;1,357142857;1,689655172;13,16666667;-0,742358079;-0,275;11,11392405;C;;;;;;;
-0,960468643;0,151741838;1,035714286;0,413793103;11;-0,890829694;-0,2625;9,050632911;C;;;;;;;
-0,992005752;0,182584906;0,821428571;0,344827586;3,666666667;-0,912663755;-0,325;11,36708861;C;;;;;;;
-0,997408224;-0,194252494;0,214285714;-0,24137931;-0,333333333;-0,213973799;-0,5;8,797468354;C;;;;;;;
-0,997592338;0,066488113;1,357142857;2,206896552;12,66666667;-0,200873362;-0,4875;6,291139241;C;;;;;;;
-0,93828185;0,041739678;0,714285714;0,068965517;-0,166666667;-0,56768559;-0,3625;11,55696203;C;;;;;;;
-0,921867532;-0,022893229;0,321428571;0,275862069;1,5;-0,88209607;-0,3625;2,556962025;C;;;;;;;
-0,998380315;-0,084796437;0,357142857;2,24137931;5,5;-0,541484716;-0,4375;16,50632911;C;;;;;;;
-0,814875434;-0,19284525;0,5;1,137931034;7,666666667;-0,144104803;-0,25;11,7721519;C;;;;;;;
-0,998648549;0,148298767;0,142857143;0,931034483;1,666666667;-0,423580786;-0,4375;2,772151899;C;;;;;;;
-0,917627072;0,182013325;0,142857143;-0,862068966;13,66666667;-0,768558952;-0,4125;4,974683544;C;;;;;;;
-0,999428896;0,018333838;1,285714286;-0,103448276;-0,166666667;-0,742358079;-0,275;3,202531646;C;;;;;;;
-0,978978328;0,10551185;1,357142857;0,655172414;-0,5;-0,397379913;-0,45;15,05063291;C;;;;;;;
-0,951967747;0,004091311;0,107142857;0,965517241;11;-0,052401747;-0,375;16,41772152;C;;;;;;;
-0,975877649;0,053963388;0,642857143;0,448275862;8,333333333;0,052401747;-0,2625;17,58227848;C;;;;;;;
-0,998567582;0,136672119;0,285714286;1,413793103;8,5;-0,620087336;-0,4375;13,25316456;C;;;;;;;
-0,999275764;-0,076421372;0,642857143;0,344827586;4,166666667;0,15720524;-0,3125;15,87341772;C;;;;;;;
-0,991904537;-0,053189207;0,642857143;1,586206897;15,33333333;-0,576419214;-0,375;7,392405063;C;;;;;;;
-0,869359409;-0,015097708;0,928571429;-0,655172414;9,5;-0,013100437;-0,375;6,734177215;C;;;;;;;
-0,997166741;-0,022461885;0,535714286;2;6,333333333;-0,947598253;-0,3625;13,58227848;C;;;;;;;
-0,997983289;0,183242512;0,142857143;2,275862069;9,833333333;-0,84279476;-0,4625;12,70886076;C;;;;;;;
-0,994642561;0,106195813;1,5;0,24137931;8,666666667;0,043668122;-0,475;15,79746835;C;;;;;;;
-0,978919819;0,077709655;1,142857143;0;13,5;-0,074235808;-0,4625;3,962025316;C;;;;;;;
-0,992395952;-0,178874901;0,142857143;2,137931034;12,66666667;-0,502183406;-0,4;5,063291139;C;;;;;;;
-0,872491341;-0,099411777;1,178571429;1,896551724;11,33333333;-0,951965066;-0,25;13,55696203;C;;;;;;;
-0,99936444;-0,197918448;0,928571429;-0,689655172;11,33333333;-0,64628821;-0,3875;4,164556962;C;;;;;;;
-0,908121455;0,164761157;0,928571429;1,965517241;8,166666667;-0,598253275;-0,3;15,53164557;C;;;;;;;
-0,999515383;0,092290174;0,285714286;-0,034482759;1,833333333;-0,100436681;-0,275;5,303797468;C;;;;;;;
-0,988490815;0,065772273;0,678571429;2,379310345;5,166666667;0,183406114;-0,4875;5,64556962;C;;;;;;;
-0,751664227;-0,057477845;0,535714286;2,413793103;12,16666667;-1,013100437;-0,3625;15,81012658;C;;;;;;;
-0,938597442;-0,186415453;0,892857143;0,551724138;10;0,056768559;-0,4625;5,101265823;C;;;;;;;
-0,911710823;-0,018859886;0,607142857;0,172413793;3,5;-0,288209607;-0,4875;11,62025316;C;;;;;;;
-0,9993928;-0,179733839;1,035714286;1,482758621;11,66666667;-0,279475983;-0,2875;7,303797468;C;;;;;;;
-0,998684217;-0,092181048;0,535714286;2,344827586;3,5;0,126637555;-0,3;12,41772152;C;;;;;;;
-0,874981075;0,033287059;0,142857143;0,482758621;8,666666667;-0,406113537;-0,325;11,91139241;C;;;;;;;
-0,999016265;0,135243114;0,392857143;1,896551724;15;-0,585152838;-0,3875;9,873417722;C;;;;;;;
-0,99910098;0,047560955;0,607142857;2,068965517;0,666666667;-0,340611354;-0,45;14,93670886;C;;;;;;;
-0,954808745;-0,135229838;0,607142857;-0,275862069;2,666666667;0,222707424;-0,45;14,07594937;C;;;;;;;
-0,821285232;-0,075692385;0,785714286;2,448275862;10,5;-0,144104803;-0,3625;3,53164557;C;;;;;;;
-0,998078627;-0,089738859;0,571428571;-0,689655172;9;-0,751091703;-0,4875;10,05063291;C;;;;;;;
-0,980797954;0,097200396;0,071428571;0,034482759;12,83333333;0,013100437;-0,275;17,07594937;C;;;;;;;
-0,999489965;-0,082909819;0,178571429;2,068965517;1;0,021834061;-0,325;12,40506329;C;;;;;;;
-0,999219056;-0,108944137;0,642857143;0;-0,666666667;-0,048034934;-0,3;7;C;;;;;;;
-0,723321296;-0,010684201;1,142857143;0,482758621;4,666666667;-0,056768559;-0,3375;16,70886076;C;;;;;;;
-0,986540997;0,17212825;0,678571429;-0,689655172;3,5;-0,087336245;-0,4;2,455696203;C;;;;;;;
-0,957242163;0,05676451;0,892857143;-0,620689655;12,16666667;-0,279475983;-0,4625;10,67088608;C;;;;;;;
-0,970245403;0,138292295;1,392857143;2,413793103;10,83333333;-0,925764192;-0,3375;16,05063291;C;;;;;;;
-0,998539948;-0,030380975;0,571428571;-0,068965517;6,666666667;-0,969432314;-0,35;8,607594937;C;;;;;;;
-0,978560861;-0,16994733;1,214285714;-0,448275862;10,33333333;-0,825327511;-0,3;13,94936709;C;;;;;;;
-0,997494945;0,107199748;1;1,75862069;5,166666667;-0,991266376;-0,325;9,797468354;C;;;;;;;
-0,99809347;-0,090227235;0,214285714;1,24137931;6,666666667;-0,43231441;-0,4375;2,341772152;C;;;;;;;
-0,991837456;-0,119438391;1,285714286;0,413793103;2,666666667;0,244541485;-0,375;10,81012658;C;;;;;;;
-0,99794686;0,153173903;1,357142857;1,24137931;2,833333333;-0,908296943;-0,425;16,70886076;C;;;;;;;
-0,99094693;0,121220067;0,25;0,448275862;10,5;-0,069868996;-0,425;14,01265823;C;;;;;;;
-0,996176918;0,154340329;0,857142857;-0,448275862;12,66666667;-0,292576419;-0,425;9,53164557;C;;;;;;;
-0,99969126;-0,175200976;1,178571429;1,068965517;3,666666667;-0,497816594;-0,375;17,78481013;C;;;;;;;
-0,698629105;-0,181560977;1,25;1,620689655;11,83333333;-0,991266376;-0,45;10,43037975;C;;;;;;;
-0,966456613;0,011282773;0,75;2,24137931;-0,166666667;-0,3930131;-0,25;7,518987342;C;;;;;;;
-0,999561653;-0,071126054;0,785714286;2,413793103;6,833333333;-0,187772926;-0,5;11,70886076;C;;;;;;;
-0,99948484;0,133211189;1,428571429;0,793103448;-0,333333333;-0,537117904;-0,375;2,835443038;C;;;;;;;
-0,999379988;0,032348483;0,928571429;-0,551724138;8,5;-0,161572052;-0,3875;1,582278481;C;;;;;;;
-0,993732316;0,050941685;1,357142857;2;1,5;-0,589519651;-0,4;13;C;;;;;;;
-0,999461435;-0,004675728;1,25;0,24137931;0,166666667;-0,165938865;-0,4125;3,113924051;C;;;;;;;
-0,997731574;0,00126729;0,142857143;-0,103448276;9,5;-0,240174672;-0,3125;3,632911392;C;;;;;;;
-0,998914524;0,142001465;1,5;-0,75862069;12,33333333;-0,751091703;-0,4625;10,69620253;C;;;;;;;
-0,846507278;0,005909548;1,25;-0,827586207;7,333333333;-0,890829694;-0,25;3,64556962;C;;;;;;;
-0,880044351;0,11950233;1,214285714;-0,413793103;2,666666667;0,187772926;-0,5;5,227848101;C;;;;;;;
-0,925917264;-0,163471111;1,178571429;-0,862068966;14,5;0,131004367;-0,375;6,746835443;C;;;;;;;
-0,982392431;-0,062880538;1,071428571;1,620689655;14,5;-0,489082969;-0,3375;17,16455696;C;;;;;;;
-0,999492921;-0,103206064;0,25;1,965517241;11,33333333;-0,043668122;-0,275;12,17721519;C;;;;;;;
-0,996340923;0,057503336;1,285714286;2,413793103;13,83333333;0,288209607;-0,4875;14,79746835;C;;;;;;;
-0,99849808;-0,166188333;0,75;1,206896552;3,833333333;-0,406113537;-0,375;4,392405063;C;;;;;;;
-0,988102406;0,128291053;0,535714286;1,275862069;14,33333333;-0,88209607;-0,2875;16,89873418;C;;;;;;;
-0,998849491;0,01537129;0,892857143;-0,724137931;10;-0,449781659;-0,325;3,417721519;C;;;;;;;
-0,885196988;0,10271001;0,321428571;0,896551724;5,833333333;-0,017467249;-0,3875;9,253164557;C;;;;;;;
-0,999347545;-0,183928562;0,214285714;0,931034483;6,5;-0,868995633;-0,325;17,50632911;C;;;;;;;
-0,945084308;-0,187905378;0,071428571;-0,448275862;4,833333333;0,292576419;-0,3;13,25316456;C;;;;;;;
-0,989840655;0,07677101;0,964285714;0,172413793;10,83333333;-0,947598253;-0,4125;14,93670886;C;;;;;;;
-0,999516095;0,123681928;1,321428571;-0,827586207;15;-1,043668122;-0,275;2,987341772;C;;;;;;;
-0,999086975;0,016165618;0,285714286;2,137931034;-0,166666667;0,161572052;-0,4375;1,721518987;C;;;;;;;
-0,85515393;0,152079024;0,964285714;-0,482758621;7,166666667;-0,995633188;-0,3;12,26582278;C;;;;;;;
-0,995981849;-0,04106363;0,571428571;1,379310345;15;-0,296943231;-0,5;7,53164557;C;;;;;;;
-0,997868173;-0,075342577;0,607142857;-0,75862069;15;-0,096069869;-0,3875;9,430379747;C;;;;;;;
-0,997185027;-0,17103604;1,428571429;-0,551724138;-0,5;-0,484716157;-0,2625;6,911392405;C;;;;;;;
-0,990968038;0,064496591;0,535714286;2;12;-0,375545852;-0,275;6,113924051;C;;;;;;;
-0,761473414;0,063628466;0,857142857;-0,655172414;7,333333333;-0,209606987;-0,25;7,126582278;C;;;;;;;
-0,98000938;-0,000710506;1,392857143;2,24137931;-0,666666667;-0,532751092;-0,4625;8,772151899;C;;;;;;;
-0,997361498;0,042898155;0,392857143;0,275862069;6,166666667;-0,096069869;-0,475;9,341772152;C;;;;;;;
-0,998748092;-0,115230966;0,75;0,689655172;1,5;-0,768558952;-0,2875;14,56962025;C;;;;;;;
-0,848217787;-0,051671543;1,25;1,172413793;6;0,008733624;-0,4125;14,29113924;C;;;;;;;
-0,999308232;0,111097025;1,392857143;1,379310345;3,166666667;-0,807860262;-0,45;8,708860759;C;;;;;;;
-0,998742166;0,012745139;0,214285714;2,068965517;6,166666667;-0,279475983;-0,3625;7,594936709;C;;;;;;;
-0,975204138;-0,031789701;1,392857143;0,482758621;4;-0,449781659;-0,5;7,240506329;C;;;;;;;
-0,998520219;0,122064947;0,642857143;0,034482759;1,166666667;-0,973799127;-0,3375;6,658227848;C;;;;;;;
-0,990214238;0,004869396;0,535714286;1,172413793;4,5;-0,759825328;-0,475;4,17721519;C;;;;;;;
-0,998705493;0,082906857;1,321428571;0,620689655;0,5;-0,056768559;-0,275;14,3164557;C;;;;;;;
-0,99940777;-0,028457753;0,357142857;1,172413793;8,166666667;-0,807860262;-0,5;2,17721519;C;;;;;;;
-0,999261044;-0,028815001;0,321428571;0,586206897;4,666666667;0,122270742;-0,4375;10,67088608;C;;;;;;;
-0,887551673;0,147409771;1,25;0,896551724;2,5;-0,598253275;-0,375;17,11392405;C;;;;;;;
-0,983308773;-0,164737053;0,285714286;0,344827586;14,5;-0,76419214;-0,45;17,84810127;C;;;;;;;
-0,965232606;0,021616175;1,142857143;0,24137931;15,66666667;-0,737991266;-0,275;9,341772152;C;;;;;;;
-0,998010092;0,09496426;0,357142857;1,827586207;12,33333333;0,165938865;-0,4125;14,83544304;C;;;;;;;
-0,910345316;-0,025171448;1,357142857;-0,551724138;9,833333333;-0,938864629;-0,3125;12,78481013;C;;;;;;;
-0,985524657;-0,129723448;1,035714286;0,75862069;13;-1,008733624;-0,5;5,797468354;C;;;;;;;
-0,822092539;0,026561051;0,857142857;2,206896552;2,5;-0,318777293;-0,4;8,088607595;C;;;;;;;
-0,883518596;-0,113169126;0,285714286;0,379310345;12,33333333;-0,751091703;-0,2875;2,151898734;C;;;;;;;
-0,80851956;0,031224923;0,821428571;-0,75862069;9,166666667;-0,615720524;-0,4375;11,82278481;C;;;;;;;
-0,99874764;-0,168132784;0,857142857;1,172413793;0,166666667;-0,122270742;-0,3125;8,215189873;C;;;;;;;
-0,999114145;0,163726055;0,25;-0,965517241;14,83333333;-0,729257642;-0,2625;9,594936709;C;;;;;;;
-0,998637651;-0,106408039;1,035714286;0,655172414;15,66666667;-0,755458515;-0,4375;17,46835443;C;;;;;;;
-0,999521729;0,097164237;0,571428571;1,793103448;1,166666667;0,253275109;-0,5;9,759493671;C;;;;;;;
-0,999590732;0,107578898;0,642857143;1,862068966;1,833333333;0,205240175;-0,4375;17,37974684;C;;;;;;;
-0,993185547;0,013742553;1;-0,482758621;2,5;-0,733624454;-0,275;17,92405063;C;;;;;;;
-0,948207566;0,046414063;0,5;0,034482759;0,333333333;-0,6069869;-0,3625;14,53164557;C;;;;;;;
-0,976868805;-0,147933329;0,535714286;1,413793103;6,833333333;-0,912663755;-0,2875;5,82278481;C;;;;;;;
-0,993547348;-0,037662677;1,071428571;-0,862068966;11,5;-0,620087336;-0,25;4,037974684;C;;;;;;;
-0,976343393;-0,132343412;0,535714286;-0,275862069;11,83333333;-0,886462882;-0,3375;2,607594937;C;;;;;;;
-0,980469558;-0,018326631;0,214285714;0,24137931;6,666666667;-0,825327511;-0,3125;1,810126582;C;;;;;;;
-0,998307482;0,1808249;1,5;0,965517241;9;-0,310043668;-0,4375;15,10126582;C;;;;;;;
-0,963925982;0,025375257;1;0,931034483;6,666666667;-0,838427948;-0,45;17,96202532;C;;;;;;;
-0,992441266;-0,105400651;0,392857143;-0,206896552;4,833333333;0,109170306;-0,475;10,72151899;C;;;;;;;
-0,940152336;0,111401394;0,357142857;1,068965517;0,5;-0,419213974;-0,3375;10,05063291;C;;;;;;;
-0,995400099;-0,186782279;0,5;-0,862068966;8,166666667;-0,860262009;-0,1125;0,987341772;D;;;;;;;
-0,920507312;0,120529152;0,357142857;1,482758621;14;-0,851528384;-0,125;6,025316456;D;;;;;;;
-0,995964086;-0,103692444;0,607142857;-0,206896552;-0,666666667;-0,257641921;-0,1875;4,46835443;D;;;;;;;
-0,999610544;-0,150672317;0,357142857;0,793103448;8;-0,816593886;-0,2375;3,012658228;D;;;;;;;
-0,999029454;-0,168908257;0,714285714;1,75862069;13,83333333;-0,973799127;-0,1;7,012658228;D;;;;;;;
-0,993784766;0,036390692;0,535714286;0,965517241;13,83333333;0,043668122;-0,125;6,341772152;D;;;;;;;
-0,996912366;0,088419841;0,714285714;1,517241379;13,66666667;-0,379912664;-0,2125;1,379746835;D;;;;;;;
-0,994190675;0,044517692;0,75;1,551724138;13,5;-1,008733624;-0,15;9,405063291;D;;;;;;;
-0,997168111;-0,054353174;0;1,344827586;5,833333333;-0,995633188;-0,2;2,240506329;D;;;;;;;
-0,999320983;-0,162307039;0,178571429;1,620689655;3,166666667;-1,03930131;0;7,367088608;D;;;;;;;
-0,996886212;-0,006643677;0,142857143;1,275862069;2,333333333;0,270742358;-0,1375;2,797468354;D;;;;;;;
-0,998374367;0,17649665;0,285714286;0,896551724;13,33333333;0,074235808;-0,2375;10,11392405;D;;;;;;;
-0,993757926;-0,120682462;0,321428571;0,448275862;9,5;-0,663755459;-0,1;5,746835443;D;;;;;;;
-0,95144655;0,010632953;0,392857143;-0,103448276;13,16666667;-0,877729258;-0,1375;5,278481013;D;;;;;;;
-0,941180037;0,066091047;0,678571429;1,137931034;3,5;-1;-0,1;11,12658228;D;;;;;;;
-0,873582405;0,070210086;0,285714286;1,379310345;-0,5;-0,751091703;-0,0625;0,594936709;D;;;;;;;
-0,998024621;0,02807228;0,571428571;-0,862068966;7,666666667;-0,218340611;-0,175;6;D;;;;;;;
-0,998520626;-0,061204787;0,178571429;-0,413793103;0,5;-0,017467249;-0,225;0,405063291;D;;;;;;;
-0,99919625;-0,11171161;0;-0,689655172;1,333333333;-0,873362445;-0,25;1,911392405;D;;;;;;;
-0,998636291;-0,194624588;0,178571429;1,931034483;3,666666667;-0,301310044;-0,1625;11,53164557;D;;;;;;;
-0,999682639;0,017151587;0,464285714;0,862068966;4,5;-0,262008734;-0,2375;9,367088608;D;;;;;;;
-0,94456341;-0,084193285;-0,25;0,862068966;14;-0,034934498;-0,2375;8,556962025;D;;;;;;;
-0,988923057;0,187600288;-0,285714286;0,206896552;4,666666667;-0,64628821;-0,05;3,139240506;D;;;;;;;
-0,997241379;-0,066765392;0,5;0,310344828;10,5;0,19650655;-0,0375;2,772151899;D;;;;;;;
