EC;M;T;CO;W;TM;S;F;Classes;;;;;;;
-0,999996578;0,011448032;2,285714286;0,793103448;4,333333333;0,065502183;-0,6875;20,51898734;B;;;;;;;
-0,99986904;0,155439126;0,821428571;2,137931034;13,83333333;-0,048034934;-0,5;7,797468354;B;;;;;;;
-0,999980218;-0,131052487;1,285714286;2,275862069;9,333333333;-0,56768559;-0,7375;13,26582278;B;;;;;;;
-0,999748665;-0,053002361;2,321428571;1,586206897;1,166666667;-0,19650655;-0,5375;19,06329114;B;;;;;;;
-0,999876582;0,128634621;1,178571429;1,310344828;4;0,104803493;-0,575;15,98734177;B;;;;;;;
-0,999981617;-0,114962518;1,464285714;2,24137931;10,5;-0,737991266;-0,5875;11,65822785;B;;;;;;;
-0,999992336;-0,004311196;1,678571429;0,344827586;0,666666667;-0,56768559;-0,5375;13,62025316;B;;;;;;;
-0,999897057;-0,005371833;2,357142857;0,551724138;14,33333333;0,11790393;-0,6125;19,24050633;B;;;;;;;
-0,999853992;0,0619774;1,714285714;0,896551724;0,5;0,017467249;-0,7125;12,74683544;B;;;;;;;
-0,999718445;-0,15611078;2,107142857;-0,275862069;2,166666667;-0,698689956;-0,5875;12,62025316;B;;;;;;;
-0,999992097;-0,029282675;2,071428571;0,448275862;4,5;0,104803493;-0,5625;10,18987342;B;;;;;;;
-0,999856797;-0,152201923;2,285714286;0,344827586;13,83333333;0,296943231;-0,6;21,18987342;B;;;;;;;
-0,999930528;0,017482865;1,178571429;1,310344828;11,16666667;0,23580786;-0,5;15,60759494;B;;;;;;;
-0,999989404;0,18318287;1,75;-0,206896552;7,833333333;0,109170306;-0,7375;18,65822785;B;;;;;;;
-0,999981673;-0,182293052;1,107142857;0,931034483;5;-0,912663755;-0,6125;7,772151899;B;;;;;;;
-0,999989527;-0,14793397;1,071428571;-0,827586207;15,5;0,200873362;-0,5;14,24050633;B;;;;;;;
-0,999788756;0,127074342;0,857142857;2,103448276;12,5;-0,759825328;-0,7;12,69620253;B;;;;;;;
-0,999996058;0,116824488;1,642857143;1,586206897;10,5;-0,694323144;-0,5375;7,848101266;B;;;;;;;
-0,999948778;-0,038550963;1,285714286;-0,75862069;2,333333333;-0,572052402;-0,525;6,734177215;B;;;;;;;
-0,99996082;0,004714933;1,392857143;-0,034482759;6;-0,209606987;-0,525;21,35443038;B;;;;;;;
-0,999933923;0,006362555;1,107142857;-0,517241379;13,33333333;-0,126637555;-0,5875;19,21518987;B;;;;;;;
-0,999978599;0,157225314;1,928571429;0,206896552;15,16666667;0,061135371;-0,575;16,15189873;B;;;;;;;
-0,999992463;-0,188076228;2,107142857;0,586206897;-0,5;-0,209606987;-0,525;9,658227848;B;;;;;;;
-0,999848547;-0,078852443;2,571428571;-0,172413793;12,5;-0,56768559;-0,5;21,86075949;B;;;;;;;
-0,999974024;0,042139305;1,678571429;0,551724138;4,5;-0,244541485;-0,5;18,62025316;B;;;;;;;
-0,999875136;0,006836994;2;0,137931034;13,66666667;-0,659388646;-0,55;6,544303797;B;;;;;;;
-0,999967523;0,059900295;2,357142857;-0,655172414;8,833333333;-0,419213974;-0,65;23,24050633;B;;;;;;;
-0,999944813;-0,040719039;0,964285714;0,137931034;10,5;-0,864628821;-0,75;5,696202532;B;;;;;;;
-0,999985749;-0,155402052;1,392857143;0,931034483;2,333333333;-0,427947598;-0,65;8,202531646;B;;;;;;;
-0,999937155;0,170888756;2,321428571;1,172413793;9,5;-0,148471616;-0,5125;10,84810127;B;;;;;;;
-0,99980203;-0,005338433;2,428571429;0,896551724;9,833333333;-0,6069869;-0,5875;21,53164557;B;;;;;;;
-0,999988077;-0,117119488;1,714285714;-0,75862069;8,833333333;-0,327510917;-0,6375;16,5443038;B;;;;;;;
-0,999987805;0,090566783;1;-0,655172414;0;-0,11790393;-0,65;10,41772152;B;;;;;;;
-0,999992038;-0,086380823;2,464285714;1,620689655;5,5;0,209606987;-0,525;6,417721519;B;;;;;;;
-0,999864666;-0,124985633;1,714285714;-0,310344828;1,833333333;-0,31441048;-0,5125;10,40506329;B;;;;;;;
-0,999713701;-0,150026779;2,285714286;0,413793103;11,16666667;-0,048034934;-0,7375;24,20253165;B;;;;;;;
-0,999983234;-0,196040121;1,892857143;1,034482759;6,166666667;0,043668122;-0,6125;11,24050633;B;;;;;;;
-0,999802459;-0,033380911;1,285714286;-0,172413793;12,33333333;-0,554585153;-0,725;14,74683544;B;;;;;;;
-0,99995421;0,044180185;2,25;0,034482759;1;-1,008733624;-0,55;12,32911392;B;;;;;;;
-0,99998875;-0,123146874;1,857142857;-0,034482759;2,666666667;0,052401747;-0,675;15,30379747;B;;;;;;;
-0,999994114;0,106597395;1,428571429;-0,517241379;1,666666667;-0,868995633;-0,625;5,544303797;B;;;;;;;
-0,99974444;-0,146640313;1,214285714;-0,965517241;2,5;-0,554585153;-0,5875;8,949367089;B;;;;;;;
-0,999996779;0,124562338;1,75;1,586206897;14;0,017467249;-0,6;6,696202532;B;;;;;;;
-0,999910861;0,027030029;0,821428571;0,206896552;4,333333333;-0,537117904;-0,625;14,26582278;B;;;;;;;
-0,999996656;0,063642844;2,392857143;-0,379310345;15,33333333;-0,563318777;-0,6625;19,10126582;B;;;;;;;
-0,999878241;0,016723261;1,25;0,827586207;9,5;-0,80349345;-0,6875;19,97468354;B;;;;;;;
-0,999930987;0,002293286;1,928571429;-0,379310345;6;0,135371179;-0,75;18,87341772;B;;;;;;;
-0,999986152;0,031950212;1,857142857;1,689655172;10;0,165938865;-0,55;16,49367089;B;;;;;;;
-0,999783;0,006933472;1,178571429;0,344827586;10,5;-0,938864629;-0,5625;10,55696203;B;;;;;;;
-0,999973025;-0,039353715;1,892857143;-0,862068966;11,5;-0,720524017;-0,7125;23,74683544;B;;;;;;;
-0,999990418;0,168935286;2,535714286;2,103448276;3,5;-0,995633188;-0,5375;20,30379747;B;;;;;;;
-0,999805031;0,00878384;1,892857143;2,034482759;14,5;-0,270742358;-0,6;19,34177215;B;;;;;;;
-0,999878344;0,082785793;0,857142857;2,172413793;14,33333333;-0,768558952;-0,65;23,51898734;B;;;;;;;
-0,99995914;0,104052348;0,785714286;0;10;-0,336244541;-0,7375;13,35443038;B;;;;;;;
-0,999831614;0,023440589;1,714285714;-0,793103448;9,166666667;-0,502183406;-0,625;21,16455696;B;;;;;;;
-0,999985267;0,009011488;2,392857143;-0,379310345;14,16666667;-0,589519651;-0,7375;10,41772152;B;;;;;;;
-0,999887011;0,060486929;2,571428571;1,275862069;5,166666667;-0,641921397;-0,65;24,12658228;B;;;;;;;
-0,999964573;-0,156484352;1,178571429;-0,310344828;3,833333333;-0,205240175;-0,5875;11,74683544;B;;;;;;;
-0,999817446;0,111501596;2,321428571;1,517241379;3,5;-0,23580786;-0,65;23,60759494;B;;;;;;;
-0,999839666;0,045690841;2,285714286;1,24137931;3;-0,768558952;-0,5875;7,82278481;B;;;;;;;
-0,999916367;-0,013846295;1,321428571;2;12,83333333;-0,868995633;-0,6625;19,07594937;B;;;;;;;
-0,999984931;0,076689666;1,214285714;0,137931034;7,333333333;-0,082969432;-0,5125;17,67088608;B;;;;;;;
-0,999984211;0,093357987;1,285714286;0,448275862;3;-0,165938865;-0,6375;14,79746835;B;;;;;;;
-0,999885061;0,098983977;1,035714286;-0,551724138;5,666666667;-0,253275109;-0,5125;15,39240506;B;;;;;;;
-0,999994296;-0,095835385;1,75;-0,655172414;-0,333333333;-0,427947598;-0,5875;10,16455696;B;;;;;;;
-0,999994275;-0,114611154;1,464285714;0,068965517;11,5;-1,034934498;-0,65;23,98734177;B;;;;;;;
-0,999994678;0,036251336;1,821428571;0,724137931;-0,166666667;-0,742358079;-0,5375;18,02531646;B;;;;;;;
-0,999980675;0,01045932;0,857142857;1,620689655;9,833333333;-0,973799127;-0,6625;17,35443038;B;;;;;;;
-0,999986573;-0,128013891;2,071428571;-0,310344828;5,166666667;0,296943231;-0,5125;24,06329114;B;;;;;;;
-0,999817985;0,119348406;1,785714286;0,517241379;1,333333333;-0,820960699;-0,575;16,69620253;B;;;;;;;
-0,999993826;-0,041780465;1,142857143;1,586206897;0,833333333;-0,148471616;-0,625;20,56962025;B;;;;;;;
-0,999993762;-0,003466301;1,464285714;-0,620689655;10,83333333;-0,19650655;-0,6;7,594936709;B;;;;;;;
-0,999891938;0,111569188;1,214285714;0,379310345;3;0,222707424;-0,7125;16,75949367;B;;;;;;;
-0,999891684;0,003992665;1,642857143;0,206896552;0,166666667;-0,615720524;-0,675;7,974683544;B;;;;;;;
-0,999951433;0,069761666;2,107142857;0,103448276;3,166666667;-0,650655022;-0,7125;12,58227848;B;;;;;;;
-0,99992871;-0,010753856;0,928571429;0,24137931;14;-0,030567686;-0,525;20,2278481;B;;;;;;;
-0,999783359;0,131933028;2,214285714;2,310344828;11,33333333;0,209606987;-0,5;22,39240506;B;;;;;;;
-0,999995989;0,136332881;1,821428571;-0,413793103;14,66666667;-0,248908297;-0,6;16,56962025;B;;;;;;;
-0,99999272;0,105670648;2,285714286;-0,310344828;7,666666667;0,257641921;-0,6875;14,94936709;B;;;;;;;
-0,999994764;0,159288921;1,857142857;1,965517241;14,66666667;-0,742358079;-0,6375;14,93670886;B;;;;;;;
-0,999720459;-0,166742569;2,357142857;-0,413793103;15,66666667;-0,860262009;-0,65;10,88607595;B;;;;;;;
-0,999712271;0,053964911;2,178571429;-0,206896552;1;-0,895196507;-0,6;16,5443038;B;;;;;;;
-0,999992273;-0,086522631;1,714285714;2,206896552;6,833333333;-0,982532751;-0,6125;14,62025316;B;;;;;;;
-0,999942694;-0,004446456;2,214285714;0,413793103;9,833333333;-0,864628821;-0,5625;14,35443038;B;;;;;;;
-0,999954742;-0,026327926;1,357142857;1,310344828;7,833333333;-1;-0,6625;15;B;;;;;;;
-0,999728107;-0,078925343;2,214285714;-0,965517241;12,33333333;0,091703057;-0,55;9,569620253;B;;;;;;;
-0,999909971;-0,069498267;2;0,655172414;11,5;-0,358078603;-0,6625;14,15189873;B;;;;;;;
-0,999992745;-0,061265689;1,178571429;1,75862069;8,333333333;-0,68558952;-0,7375;9,64556962;B;;;;;;;
-0,999745728;0,118995271;1,857142857;-0,24137931;6,666666667;0,008733624;-0,7375;5,810126582;B;;;;;;;
-0,99998183;-0,020289447;2;0,620689655;4,833333333;-0,244541485;-0,5125;8,405063291;B;;;;;;;
-0,999910455;-0,132726035;1,964285714;1,482758621;2,5;-0,222707424;-0,7125;10,21518987;B;;;;;;;
-0,99996444;-0,179829586;0,928571429;0,896551724;7;0,248908297;-0,5875;17,86075949;B;;;;;;;
-0,999994185;0,033636968;1;0,862068966;12,83333333;-0,3930131;-0,7125;15,56962025;B;;;;;;;
-0,999983794;0,043480766;1,607142857;-0,24137931;10,16666667;0;-0,6375;9,835443038;B;;;;;;;
-0,99990436;-0,036443557;2,321428571;0,482758621;5,166666667;-0,580786026;-0,6375;12,62025316;B;;;;;;;
-0,999971997;0,12436766;1,892857143;-0,24137931;11,5;-0,563318777;-0,5875;7,17721519;B;;;;;;;
-0,999966837;-0,013817829;2,535714286;1,655172414;11,83333333;0,253275109;-0,6125;21,69620253;B;;;;;;;
-0,999985414;0,071787889;1,428571429;1,655172414;4,666666667;-0,655021834;-0,5125;15,2278481;B;;;;;;;
-0,999927434;0,031216583;1,857142857;1,275862069;3,5;-0,56768559;-0,6375;17,36708861;B;;;;;;;
-0,999803932;-0,026879624;2,25;-0,206896552;14,5;-0,572052402;-0,5875;20,87341772;B;;;;;;;
-0,999995494;-0,178432193;1,892857143;-0,482758621;11,16666667;-0,890829694;-0,5;12,55696203;B;;;;;;;
-0,999916626;0,111185645;2,464285714;0,448275862;1,666666667;-0,786026201;-0,7125;8,620253165;B;;;;;;;
-0,999934689;0,069156006;1,071428571;1,827586207;7,833333333;-0,087336245;-0,625;17,53164557;B;;;;;;;
-0,999940111;0,042360638;1,107142857;0,689655172;0,5;-1,004366812;-0,6125;15,63291139;B;;;;;;;
-0,999984202;-0,108244324;1,071428571;0,724137931;14,5;-0,672489083;-0,675;12,06329114;B;;;;;;;
-0,999985907;-0,105578011;2,071428571;-0,620689655;14,16666667;0,161572052;-0,55;8,341772152;B;;;;;;;
-0,999839622;-0,183112867;1,214285714;-0,448275862;6,833333333;-0,973799127;-0,7375;21,78481013;B;;;;;;;
-0,999919696;0,032545216;0,821428571;-0,137931034;-0,333333333;-1,026200873;-0,625;10,74683544;B;;;;;;;
-0,999882452;0,077751286;2,071428571;1,689655172;-0,5;-0,711790393;-0,6875;13,50632911;B;;;;;;;
-0,999992449;-0,009164362;2,107142857;2,24137931;1,333333333;-0,755458515;-0,7125;23,05063291;B;;;;;;;
-0,999989754;0,141485439;1,75;0,379310345;0,833333333;0,131004367;-0,5125;15,5443038;B;;;;;;;
-0,999995121;0,158658413;0,857142857;0,862068966;4,666666667;-0,301310044;-0,7;20,02531646;B;;;;;;;
-0,999995558;0,016017759;1,928571429;0,344827586;-0,5;0,310043668;-0,5625;22,10126582;B;;;;;;;
-0,999994764;0,025616229;1,321428571;0,206896552;9;-0,480349345;-0,7;9,101265823;B;;;;;;;
-0,999955845;0,067763981;1,071428571;0,482758621;8,666666667;0,248908297;-0,5125;17,18987342;B;;;;;;;
-0,999727888;-0,119581475;2,571428571;-0,379310345;14,66666667;-0,755458515;-0,6125;12,18987342;B;;;;;;;
-0,999996376;-0,134203958;1,714285714;-0,517241379;12,16666667;0,021834061;-0,575;16,69620253;B;;;;;;;
-0,999982715;0,152453071;0,785714286;1,379310345;1,5;-0,183406114;-0,5875;5,962025316;B;;;;;;;
-0,999993472;-0,056924618;2,571428571;1,275862069;1,166666667;-0,786026201;-0,6;22,59493671;B;;;;;;;
-0,99987172;-0,099775083;2,571428571;-0,931034483;3,5;0,192139738;-0,675;12,64556962;B;;;;;;;
-0,999901586;0,171931085;1,464285714;-0,793103448;12,16666667;-0,104803493;-0,55;13,07594937;B;;;;;;;
-0,999995263;0,087336843;0,964285714;0,206896552;6,5;-0,19650655;-0,65;18,62025316;B;;;;;;;
-0,999949829;0,138376253;1,035714286;2,413793103;4,833333333;-0,655021834;-0,675;11,98734177;B;;;;;;;
-0,999991546;-0,075891641;1,5;-0,793103448;15,66666667;-0,672489083;-0,675;8,784810127;B;;;;;;;
-0,999994885;0,11379405;1,857142857;0,551724138;5,666666667;-0,759825328;-0,625;14,32911392;B;;;;;;;
-0,999994914;-0,071223321;1,321428571;0,137931034;8,833333333;-1,034934498;-0,7375;11,82278481;B;;;;;;;
-0,999761382;0,107354093;2,535714286;1,137931034;10,33333333;0,082969432;-0,675;9,227848101;B;;;;;;;
-0,999968413;-0,10529876;1,857142857;0,206896552;0,333333333;-0,711790393;-0,75;23,07594937;B;;;;;;;
-0,999967083;0,138920178;0,964285714;-0,862068966;14,33333333;-0,310043668;-0,7125;6,215189873;B;;;;;;;
-0,999987836;0,162767288;1,892857143;-0,724137931;5,166666667;-0,956331878;-0,525;22,60759494;B;;;;;;;
-0,999882394;0,132237851;1;-0,620689655;12,83333333;-0,777292576;-0,7125;17,43037975;B;;;;;;;
-0,999810952;0,086896048;2,464285714;2,275862069;5,833333333;-0,100436681;-0,5;17,48101266;B;;;;;;;
-0,999945078;0,114241719;0,964285714;2,24137931;-0,333333333;-0,344978166;-0,5;8,126582278;B;;;;;;;
-0,999995933;-0,197632452;1,035714286;-0,896551724;-0,666666667;-0,388646288;-0,55;5,898734177;B;;;;;;;
-0,999979397;0,070045025;1,821428571;0,24137931;13,33333333;-0,969432314;-0,6;14,98734177;B;;;;;;;
-0,999754065;-0,111600667;2,571428571;0,827586207;7,166666667;-0,471615721;-0,7;17,82278481;B;;;;;;;
-0,999913103;0,162307118;1,071428571;1,75862069;15,16666667;-0,663755459;-0,675;19,70886076;B;;;;;;;
-0,999993305;0,009106614;1,5;-0,034482759;5,333333333;-0,76419214;-0,5;5,82278481;B;;;;;;;
-0,999921349;0,026871321;2,321428571;2,379310345;6;-0,676855895;-0,5625;7,620253165;B;;;;;;;
-0,999773745;-0,118885926;0,928571429;0,068965517;6;0,174672489;-0,5375;16,12658228;B;;;;;;;
-0,999995348;-0,128246065;1,5;1,068965517;11,33333333;-0,860262009;-0,5;19,51898734;B;;;;;;;
-0,999995575;0,041152712;1,25;2;7;-0,305676856;-0,7375;14,53164557;B;;;;;;;
-0,999839781;-0,006014908;2,428571429;0,379310345;15,66666667;0,144104803;-0,5375;24,13924051;B;;;;;;;
-0,999995357;0,145342982;0,928571429;1,620689655;6,833333333;-0,886462882;-0,6625;8,443037975;B;;;;;;;
-0,999991447;0,166348424;1,535714286;2,206896552;12,33333333;-0,655021834;-0,5625;11,73417722;B;;;;;;;
-0,999904189;-0,111801435;2,071428571;-0,965517241;8,833333333;0,15720524;-0,7125;21,05063291;B;;;;;;;
-0,999976009;0,168495129;0,928571429;1;11,66666667;-0,6069869;-0,5;8,924050633;B;;;;;;;
-0,999945617;0,008588085;0,785714286;0,517241379;14,5;-0,602620087;-0,75;7,620253165;B;;;;;;;
-0,999993696;-0,142080435;1,678571429;2,137931034;-0,5;-0,633187773;-0,7;6,202531646;B;;;;;;;
-0,999994078;0,108946664;1,821428571;2,068965517;3,166666667;-1,030567686;-0,6625;18,07594937;B;;;;;;;
-0,999995063;-0,048557206;2,535714286;-0,862068966;7,5;-0,995633188;-0,575;9,506329114;B;;;;;;;
-0,999913693;0,07853731;1,392857143;1,586206897;10,16666667;-0,139737991;-0,575;23,07594937;B;;;;;;;
-0,999991018;0,121521105;2,178571429;2,206896552;8,333333333;-0,541484716;-0,725;20,37974684;B;;;;;;;
-0,999981412;0,120475573;1,857142857;1,75862069;2,666666667;-0,462882096;-0,5;19,56962025;B;;;;;;;
-0,999991599;0,116791662;1;1,551724138;7,333333333;0,004366812;-0,7;11,05063291;B;;;;;;;
-0,999976439;0,099173661;1,464285714;1,172413793;3,666666667;-0,711790393;-0,65;22,21518987;B;;;;;;;
-0,999988867;0,141283679;0,928571429;1,517241379;10,5;-0,056768559;-0,6875;23,98734177;B;;;;;;;
-0,999992945;0,074068414;0,928571429;2,413793103;12,83333333;-0,64628821;-0,7125;21,2278481;B;;;;;;;
-0,999952747;0,035790014;0,964285714;-0,551724138;12,33333333;-0,799126638;-0,5;5,683544304;B;;;;;;;
-0,999995371;0,190214982;0,964285714;1,275862069;4,166666667;-0,956331878;-0,5;11,05063291;B;;;;;;;
-0,999877798;0,060153033;2,392857143;0,931034483;13,16666667;-0,183406114;-0,6125;13,72151899;B;;;;;;;
-0,999880973;0,120307612;1,285714286;0,482758621;13,5;-0,580786026;-0,5625;23,51898734;B;;;;;;;
-0,999968188;-0,15611652;2,107142857;0,344827586;9,333333333;-0,445414847;-0,55;23,53164557;B;;;;;;;
-0,99996056;0,185406228;2,392857143;-0,379310345;5,5;-0,637554585;-0,625;21,6835443;B;;;;;;;
-0,999974484;-0,04048004;1,892857143;1,379310345;10,66666667;0,179039301;-0,7125;21,29113924;B;;;;;;;
-0,999901784;0,067078383;2,214285714;-0,275862069;10,16666667;0,087336245;-0,5;14,27848101;B;;;;;;;
-0,999987424;-0,125367518;1,5;1,482758621;2,166666667;0,113537118;-0,7125;23,02531646;B;;;;;;;
-0,99996887;0,099958499;2,357142857;0,586206897;10,33333333;-0,917030568;-0,5125;12,06329114;B;;;;;;;
-0,999994409;0,107009451;1,964285714;2,379310345;10,66666667;0,113537118;-0,7;9,53164557;B;;;;;;;
-0,99977046;0,127982134;1,821428571;1,827586207;6;-0,550218341;-0,5;22,91139241;B;;;;;;;
-0,999905117;-0,02125295;2,535714286;-0,379310345;2,666666667;-0,816593886;-0,525;14,2278481;B;;;;;;;
-0,999727276;0,131553046;2,107142857;2,448275862;13,16666667;0,152838428;-0,7;19,64556962;B;;;;;;;
-0,999982044;-0,121983158;1,428571429;0,655172414;4,833333333;-0,689956332;-0,6;10,10126582;B;;;;;;;
-0,99990716;0,076443703;1,75;0,413793103;8,5;-0,860262009;-0,5;21,3164557;B;;;;;;;
-0,99988882;0,047589033;2,5;-0,24137931;15,66666667;0,048034934;-0,5375;12,88607595;B;;;;;;;
-0,999996449;-0,016519885;2,571428571;0,724137931;10,5;-0,200873362;-0,7375;20,24050633;B;;;;;;;
-0,999851677;0,110597067;0,821428571;1,137931034;5,666666667;-0,218340611;-0,6875;8,772151899;B;;;;;;;
-0,999881313;-0,032331014;1,392857143;0,655172414;11,66666667;0,069868996;-0,5875;7,430379747;B;;;;;;;
-0,99999506;-0,200650798;1,25;1,965517241;8,333333333;0,126637555;-0,625;16,06329114;B;;;;;;;
-0,999715162;0,154480966;1,321428571;0;2,833333333;-0,834061135;-0,575;13,79746835;B;;;;;;;
-0,999970089;-0,130198675;1,428571429;0,172413793;15,66666667;-0,248908297;-0,5875;6,481012658;B;;;;;;;
-0,999838178;-0,081707325;0,892857143;0,689655172;12,16666667;0,069868996;-0,65;22,17721519;B;;;;;;;
-0,999990723;0,051559634;1,107142857;0,379310345;11;-0,528384279;-0,5875;7,658227848;B;;;;;;;
-0,999900809;0,056183087;2,142857143;-0,068965517;1,833333333;-0,170305677;-0,6625;19,82278481;B;;;;;;;
-0,999996594;0,040212433;2,5;1,482758621;7,333333333;0,07860262;-0,6875;9,455696203;B;;;;;;;
-0,999967055;0,144091168;0,892857143;-0,206896552;9,666666667;-0,35371179;-0,65;6,392405063;B;;;;;;;
-0,999984856;-0,073332005;0,821428571;2,275862069;13,83333333;-0,711790393;-0,5875;18,88607595;B;;;;;;;
-0,999736416;0,013515262;1;2,344827586;7,666666667;-0,104803493;-0,725;14,01265823;B;;;;;;;
-0,999986572;-0,039926398;0,892857143;-0,965517241;7,333333333;0,048034934;-0,55;8,265822785;B;;;;;;;
-0,999988166;0,067546229;0,928571429;2,275862069;9,833333333;-0,659388646;-0,7;11;B;;;;;;;
-0,999995325;0,108484797;1,071428571;0,103448276;9;0,222707424;-0,7;21,4556962;B;;;;;;;
-0,999971381;-0,091520849;0,821428571;0,724137931;9,333333333;-0,013100437;-0,725;8,734177215;B;;;;;;;
-0,999781858;-0,110546961;1,5;-0,068965517;4,5;-0,283842795;-0,6125;18,18987342;B;;;;;;;
-0,999718018;0,112368563;1,035714286;-0,137931034;3,833333333;-0,602620087;-0,75;16,43037975;B;;;;;;;
-0,999995552;-0,067122947;0,892857143;0,827586207;10,66666667;-0,349344978;-0,675;10,70886076;B;;;;;;;
-0,999994214;0,002269756;1,857142857;1,689655172;9,833333333;-0,589519651;-0,55;15,72151899;B;;;;;;;
-0,999875096;-0,094500264;2,107142857;2;0,833333333;-0,576419214;-0,7125;9,886075949;B;;;;;;;
-0,999900975;-0,12866352;1,285714286;0,931034483;3,666666667;-0,213973799;-0,575;7,037974684;B;;;;;;;
-0,999996121;-0,182183879;1,285714286;0,068965517;4,666666667;-0,628820961;-0,5;11,62025316;B;;;;;;;
-0,999797246;0,075359548;1,357142857;0,75862069;-0,333333333;-0,502183406;-0,6375;20,49367089;B;;;;;;;
-0,999983296;0,160830398;1,428571429;-0,24137931;13;-0,35371179;-0,6625;22,40506329;B;;;;;;;
-0,999960106;-0,14439523;1,892857143;1,379310345;9,5;0,074235808;-0,525;12,62025316;B;;;;;;;
-0,99998324;0,150188276;2,214285714;-0,413793103;3;-0,541484716;-0,6;12,7721519;B;;;;;;;
-0,999994394;0,103548665;2,5;2,275862069;10,83333333;-1;-0,7125;13,27848101;B;;;;;;;
-0,999963466;0,131191472;0,821428571;0,655172414;8,333333333;-0,860262009;-0,5;22,02531646;B;;;;;;;
-0,999990993;-0,142945829;2;0,862068966;7,333333333;-0,676855895;-0,6875;14,7721519;B;;;;;;;
-0,999994689;0,052598492;1;2,137931034;0,166666667;0,283842795;-0,6;18,32911392;B;;;;;;;
-0,999996774;-0,046254986;1,642857143;0,24137931;-0,666666667;-0,737991266;-0,6625;10,01265823;B;;;;;;;
-0,999940519;0,172576631;2,035714286;-0,206896552;0,166666667;-0,965065502;-0,6;21,40506329;B;;;;;;;
-0,999749403;0,052107076;2,535714286;-0,103448276;9;-0,899563319;-0,55;21,59493671;B;;;;;;;
-0,999981056;-0,070526323;1,392857143;-0,75862069;-0,5;0,296943231;-0,575;5,367088608;B;;;;;;;
-0,999873846;0,087523549;2,5;1;10,33333333;0,091703057;-0,625;23,12658228;B;;;;;;;
-0,999993178;0,179462144;2,142857143;1,172413793;1,166666667;-0,323144105;-0,625;15,21518987;B;;;;;;;
-0,999993783;-0,116953279;1,75;1,586206897;1,5;0,100436681;-0,5125;16,56962025;B;;;;;;;
-0,999995338;-0,018431745;1,285714286;0,24137931;2,333333333;-0,716157205;-0,625;17,60759494;B;;;;;;;
-0,999978437;-0,056750133;1,857142857;1,862068966;11,5;-0,628820961;-0,6875;18,65822785;B;;;;;;;
-0,999928537;0,065615094;2,178571429;-0,655172414;13,16666667;-0,554585153;-0,725;15,72151899;B;;;;;;;
-0,999744719;0,031682504;1,214285714;1,586206897;8,666666667;0,257641921;-0,7125;24,30379747;B;;;;;;;
-0,999815229;0,100867877;2,142857143;0,482758621;-0,666666667;0,004366812;-0,675;22,87341772;B;;;;;;;
-0,999956309;-0,075958494;1,607142857;-0,379310345;13,5;0,15720524;-0,5625;17,02531646;B;;;;;;;
-0,999995615;-0,164832763;2,571428571;1,724137931;12,83333333;0,096069869;-0,7125;9,987341772;B;;;;;;;
-0,999937786;0,108475946;1,392857143;1,24137931;2,166666667;-0,554585153;-0,5125;14,12658228;B;;;;;;;
-0,99999593;-0,198445285;1,321428571;1,517241379;12,66666667;-0,88209607;-0,7;5,518987342;B;;;;;;;
-0,99991304;0,147190195;2,428571429;1,413793103;5,833333333;-0,310043668;-0,575;16,65822785;B;;;;;;;
-0,999994914;0,152218289;0,857142857;2,379310345;10,5;-0,777292576;-0,7125;19,97468354;B;;;;;;;
-0,999970237;-0,177251415;2;0,344827586;-0,5;-0,283842795;-0,6375;10,02531646;B;;;;;;;
-0,9999479;0,114296535;1,428571429;0,448275862;1,5;-0,493449782;-0,7375;14,40506329;B;;;;;;;
-0,999788325;0,085838206;1,785714286;1,931034483;11,5;-0,279475983;-0,675;5,620253165;B;;;;;;;
-0,999981096;-0,042752674;2,571428571;-0,344827586;8,333333333;-0,676855895;-0,6875;20,05063291;B;;;;;;;
-0,999939163;-0,187096283;2,25;-0,448275862;6,166666667;0,213973799;-0,5625;22,79746835;B;;;;;;;
-0,999903343;-0,040454739;1,285714286;-0,620689655;0,666666667;-0,43231441;-0,5875;23,29113924;B;;;;;;;
-0,999969552;0,15687365;2,321428571;1,206896552;3;0,292576419;-0,6;18,72151899;B;;;;;;;
-0,999992127;0,108349352;1,607142857;2,379310345;9,666666667;-0,292576419;-0,525;15,34177215;B;;;;;;;
-0,9999814;-0,081712536;1,464285714;0,931034483;9,333333333;-1,021834061;-0,55;12,36708861;B;;;;;;;
-0,999994215;-0,171205608;1,214285714;1,655172414;6,166666667;-0,986899563;-0,7125;19,53164557;B;;;;;;;
-0,999987171;-0,10205163;1,607142857;1,586206897;10,66666667;-0,344978166;-0,5875;23,83544304;B;;;;;;;
-0,999995252;-0,019605141;1,428571429;1,482758621;5,166666667;-0,489082969;-0,7125;14,5443038;B;;;;;;;
-0,999983491;-0,054500226;2;2,344827586;9,166666667;-0,807860262;-0,6875;17,40506329;B;;;;;;;
-0,999961966;0,049673656;2,107142857;1,137931034;12,33333333;0,152838428;-0,525;18,96202532;B;;;;;;;
-0,999991614;-0,059332102;1;1,620689655;3,666666667;-0,956331878;-0,5625;20,16455696;B;;;;;;;
-0,99999604;-0,019128664;1,928571429;-0,827586207;1,166666667;-0,895196507;-0,625;23;B;;;;;;;
-0,999995877;-0,098972165;1,607142857;1,517241379;12,16666667;-0,082969432;-0,6125;23,21518987;B;;;;;;;
